,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,category_id,Category
26876,54BVvP7zvDQ,2018-03-30,2018-03-21 13:00:01+00:00,1933859,33388,1528,2197,24,Entertainment
26877,rwFfo61fVSY,2018-03-30,2018-03-21 15:12:18+00:00,627756,7433,342,821,22,People & Blogs
26878,OcTw2b0Ho-8,2018-03-30,2018-03-21 20:25:14+00:00,579870,38129,630,22226,26,Howto & Style
26879,mwgUesU1pz4,2018-03-30,2018-03-21 12:59:54+00:00,916090,12994,591,1039,1,Film & Animation
26880,7BdizVgHf8I,2018-03-30,2018-03-22 13:18:03+00:00,244858,11459,110,2049,24,Entertainment
26881,9x8JN8zDqis,2018-03-30,2018-03-21 20:28:16+00:00,1007062,52219,4071,6256,26,Howto & Style
26882,-R9F2_D76TE,2018-03-30,2018-03-22 00:34:42+00:00,346685,8756,318,1219,27,Education
26883,DjjBg8hTaPo,2018-03-30,2018-03-22 16:06:12+00:00,196884,7221,244,595,28,Science & Technology
26884,YML2DM0K8DQ,2018-03-30,2018-03-21 04:00:01+00:00,682013,7871,678,340,10,Music
26885,PHLY4a5fTjU,2018-03-30,2018-03-21 02:46:38+00:00,3270393,147557,2213,9639,22,People & Blogs
26886,FhwktRDG_aQ,2018-03-30,2018-03-20 12:28:59+00:00,3114154,90800,2305,7519,24,Entertainment
26887,Hu5FZYlCfc8,2018-03-30,2018-03-21 13:18:12+00:00,385312,19584,626,834,23,Comedy
26888,10ndJuFP1PY,2018-03-30,2018-03-21 04:00:53+00:00,991525,14077,485,1186,23,Comedy
26889,kjC1zmZo30U,2018-03-30,2018-03-20 13:00:40+00:00,5106305,40467,1553,3911,24,Entertainment
26890,dx9mF1KJr0s,2018-03-30,2018-03-20 13:00:20+00:00,2085725,73517,1003,3922,10,Music
26891,NC-TF0SPzzM,2018-03-30,2018-03-20 09:00:04+00:00,1365491,12906,325,313,23,Comedy
26892,_IoOJu2_FKE,2018-03-30,2018-03-20 12:59:54+00:00,1048530,11266,422,1764,28,Science & Technology
26893,dRfvXL-m7O8,2018-03-30,2018-03-20 16:20:49+00:00,922447,24815,613,1990,24,Entertainment
26894,5mar5AHglGI,2018-03-30,2018-03-20 15:59:58+00:00,386664,25598,342,1482,24,Entertainment
26895,4hrrK3rXrR0,2018-03-30,2018-03-20 15:00:02+00:00,329736,9517,112,571,24,Entertainment
26896,IgUlowmSeHo,2018-03-30,2018-03-20 14:00:01+00:00,331780,13721,349,1462,27,Education
26897,_vrcsnkXCI8,2018-03-30,2018-03-20 21:04:05+00:00,392937,31560,388,5168,26,Howto & Style
26898,szFrHKoD1GE,2018-03-30,2018-03-20 16:00:22+00:00,1152577,36851,1957,11573,19,Travel & Events
26899,B2W7c3XRBwQ,2018-03-30,2018-03-20 15:00:19+00:00,638812,20180,343,2818,26,Howto & Style
26900,Z4qNw1dPuNI,2018-03-30,2018-03-20 18:00:58+00:00,824047,41650,637,3310,22,People & Blogs
26901,-4s2MeUgduo,2018-03-30,2018-03-20 15:44:52+00:00,418681,48424,612,1428,28,Science & Technology
26902,2aQykuIaJVI,2018-03-30,2018-03-19 13:00:46+00:00,3334027,176702,2985,12731,10,Music
26903,BGszdLW-VqM,2018-03-30,2018-03-20 01:00:01+00:00,174653,10131,131,898,26,Howto & Style
26904,Gzy_nCkn88U,2018-03-30,2018-03-20 03:31:02+00:00,2560783,77990,2755,9924,28,Science & Technology
26905,0NWKUHl6JLY,2018-03-30,2018-03-20 16:25:05+00:00,526710,13379,1668,3718,20,Gaming
26906,1QmPCVW6jOs,2018-03-30,2018-03-17 14:46:57+00:00,2769297,26041,2705,3100,27,Education
26907,JhvwFB-NUbA,2018-03-30,2018-03-19 14:00:39+00:00,860299,6245,3447,2925,24,Entertainment
26908,RyquDQ5kWSs,2018-03-30,2018-03-19 12:23:37+00:00,623915,9928,598,5329,24,Entertainment
26909,z1Fvrmf4BXc,2018-03-30,2018-03-18 21:48:51+00:00,7057179,278462,10826,30807,24,Entertainment
26910,qYNNT1WIhwM,2018-03-30,2018-03-19 01:37:40+00:00,1823413,29214,1595,1570,24,Entertainment
26911,5fZiMNo5-uo,2018-03-30,2018-03-19 15:00:00+00:00,2663951,51501,2088,12808,20,Gaming
26912,yWjRvhfjpI8,2018-03-30,2018-03-19 03:44:27+00:00,1095497,39445,3032,5619,23,Comedy
26913,bWL_MVbpGT0,2018-03-30,2018-03-19 19:00:06+00:00,564790,36325,553,4739,10,Music
26914,LLiXwMQW_VQ,2018-03-30,2018-03-09 16:53:19+00:00,1840286,12057,1462,1051,24,Entertainment
26915,MHh9NWCR_ts,2018-03-30,2018-03-19 02:48:50+00:00,671839,44463,898,4311,23,Comedy
26916,BXnGUUsdnR8,2018-03-30,2018-03-18 21:02:03+00:00,1083715,23965,2128,5041,24,Entertainment
26917,rvskMHn0sqQ,2018-03-30,2018-03-18 13:10:34+00:00,3068886,188714,5737,20915,27,Education
26918,2GjJ85MImlo,2018-03-30,2018-03-18 20:10:53+00:00,1752241,54043,9473,5648,26,Howto & Style
26919,oYe-QM8ZimI,2018-03-30,2018-03-18 17:17:49+00:00,758685,50786,489,5480,24,Entertainment
26920,pmMjkMtpnTc,2018-03-30,2018-03-19 09:00:02+00:00,11434085,602018,21634,79208,10,Music
26921,ghMEmxP0hgw,2018-03-30,2018-03-18 23:42:40+00:00,2539316,223781,1763,9078,23,Comedy
26922,ZCPwpcurYns,2018-03-30,2018-03-17 20:58:36+00:00,6090423,352409,6186,30199,24,Entertainment
26923,v-vx6GpTBkc,2018-03-30,2018-03-18 13:01:00+00:00,415400,10394,526,1238,24,Entertainment
26924,GpbMbBNP-NI,2018-03-30,2018-03-18 23:59:22+00:00,338217,14703,612,1609,26,Howto & Style
26925,4srOE3pCCo8,2018-03-30,2018-03-17 15:17:46+00:00,1459427,15750,3923,2886,17,Sports
26926,JuhWVxLtfWQ,2018-03-30,2018-03-18 13:56:52+00:00,326261,2252,48,144,17,Sports
26927,2XQft9iwSqg,2018-03-30,2018-03-17 20:47:28+00:00,416368,23844,227,2671,10,Music
26928,FR5WT12B_88,2018-03-30,2018-03-17 16:56:40+00:00,795970,21877,376,1396,24,Entertainment
26929,f1fXCRtSUWU,2018-03-30,2018-03-12 11:15:23+00:00,1417500,23207,952,1978,1,Film & Animation
26930,hHFuZVGpBC0,2018-03-30,2018-03-17 14:55:04+00:00,697674,12028,491,1240,28,Science & Technology
26931,Nkl-k_rjn_U,2018-03-30,2018-03-16 04:00:01+00:00,733556,10404,340,375,10,Music
26932,T2uyIBURMjs,2018-03-30,2018-03-16 21:05:17+00:00,604247,26485,346,5649,20,Gaming
26933,Biex1XR_mpo,2018-03-30,2018-03-12 09:45:51+00:00,3572402,53639,446,2566,22,People & Blogs
26934,lgBn6qzMlXw,2018-03-30,2018-03-15 21:00:02+00:00,3306190,79372,4985,21622,24,Entertainment
26935,08l0K3UyUXE,2018-03-30,2018-03-15 22:14:12+00:00,584861,4221,772,1169,25,News & Politics
26936,XGd1dq1BatM,2018-03-30,2018-03-15 22:00:01+00:00,2811033,87662,1822,3304,10,Music
26937,LnA7Au-DLUM,2018-03-30,2018-03-15 19:46:58+00:00,2207500,31970,1574,3324,26,Howto & Style
26938,8UHMSVOHddE,2018-03-30,2018-03-16 04:00:00+00:00,331608,7151,253,304,10,Music
26939,DCUD9kjYOAk,2018-03-30,2018-03-16 04:00:00+00:00,1769200,86122,566,4357,10,Music
26940,lEltmPagx6M,2018-03-30,2018-03-16 19:03:13+00:00,846124,64794,1237,5772,24,Entertainment
26941,iZUfPIKbgUM,2018-03-30,2018-03-15 14:13:34+00:00,983181,30918,704,2084,24,Entertainment
26942,3y75zBl37f8,2018-03-30,2018-03-15 14:58:52+00:00,1170696,34500,5272,5999,26,Howto & Style
26943,LK3Yz9UpP_A,2018-03-30,2018-03-15 17:09:49+00:00,371510,11614,395,1002,26,Howto & Style
26944,UJIo1AtoTss,2018-03-30,2018-03-15 14:00:04+00:00,1215287,41564,682,1996,10,Music
26945,9qlF_9PNhJs,2018-03-30,2018-03-15 15:59:26+00:00,460046,20037,219,869,15,Pets & Animals
26946,HuwPCUzqwKs,2018-03-30,2018-03-15 05:48:53+00:00,955486,18166,544,1351,10,Music
26947,iXfHlch1Lso,2018-03-30,2018-03-15 15:00:07+00:00,410909,5193,706,615,26,Howto & Style
26948,iSt_jbT6rak,2018-03-30,2018-03-14 17:00:09+00:00,1973349,70489,1076,3714,23,Comedy
26949,ai6NByMmCVU,2018-03-30,2018-03-14 22:01:26+00:00,1139279,41681,816,5636,24,Entertainment
26950,CUNq2_VjRn4,2018-03-31,2018-03-30 18:21:43+00:00,1391740,148060,1262,13731,1,Film & Animation
26951,rsEne1ZiQrk,2018-03-31,2018-03-30 03:07:19+00:00,3233699,176557,2578,10974,10,Music
26952,CeCgsmTjHjk,2018-03-31,2018-03-30 19:01:02+00:00,1743432,154763,1538,13166,24,Entertainment
26953,tG-IGNvfrg8,2018-03-31,2018-03-30 05:02:06+00:00,917010,15273,124,1303,17,Sports
26954,Ml9v3wHLuWI,2018-03-31,2018-03-29 18:10:37+00:00,2664933,98824,2617,9293,24,Entertainment
26955,sjVqDg32_8s,2018-03-31,2018-03-29 14:59:40+00:00,3967200,41742,1500,3896,1,Film & Animation
26956,e15ZR6XG4Z8,2018-03-31,2018-03-29 17:00:04+00:00,1162893,30036,1129,2227,23,Comedy
26957,j1f04Jg7IaA,2018-03-31,2018-03-29 22:12:27+00:00,348763,18203,209,1628,26,Howto & Style
26958,T8lWjQRhQXY,2018-03-31,2018-03-29 23:00:01+00:00,1317501,111094,2104,9925,10,Music
26959,3BNg4fDJC8A,2018-03-31,2018-03-29 16:01:01+00:00,1592866,55033,614,2319,24,Entertainment
26960,b7zWwo9dbiU,2018-03-31,2018-03-29 20:14:02+00:00,643685,23240,460,1618,28,Science & Technology
26961,RF-Mqs2qC-M,2018-03-31,2018-03-29 12:00:59+00:00,1585857,53116,1416,4802,24,Entertainment
26962,anjMMdSuFuE,2018-03-31,2018-03-27 22:01:53+00:00,553637,3977,147,426,23,Comedy
26963,tl4I1b6cHKc,2018-03-31,2018-03-29 20:33:45+00:00,611737,72455,412,4001,24,Entertainment
26964,JRocY48P0qA,2018-03-31,2018-03-29 15:55:16+00:00,1047982,22175,1167,7345,2,Autos & Vehicles
26965,I2sRc3j7IU0,2018-03-31,2018-03-29 14:00:29+00:00,726149,59182,615,3805,10,Music
26966,_pxQcHAMi1E,2018-03-31,2018-03-29 13:00:06+00:00,342001,11894,331,3521,27,Education
26967,DAi3GgwhDR0,2018-03-31,2018-03-28 23:55:56+00:00,747475,16921,1088,2149,24,Entertainment
26968,o-BODsf2T68,2018-03-31,2018-03-29 04:00:01+00:00,807622,47920,335,2041,10,Music
26969,dKoIPuifJvE,2018-03-31,2018-03-28 17:18:31+00:00,5792890,3898,302,505,24,Entertainment
26970,tN8o_E_f9FQ,2018-03-31,2018-03-28 13:00:07+00:00,3407171,21431,3760,4383,1,Film & Animation
26971,BWp5WAFGV60,2018-03-31,2018-03-29 13:00:01+00:00,237087,3418,122,842,28,Science & Technology
26972,GskBiFLSayg,2018-03-31,2018-03-29 09:28:11+00:00,1312903,15121,969,5230,17,Sports
26973,HxuHo62reRw,2018-03-31,2018-03-28 19:00:37+00:00,938933,39336,439,1402,26,Howto & Style
26974,5hpuoMilm_4,2018-03-31,2018-03-29 12:00:59+00:00,1148881,121470,1316,9317,22,People & Blogs
26975,8EiDiriAmfk,2018-03-31,2018-03-28 01:00:53+00:00,1299309,83950,2386,4416,23,Comedy
26976,kxkrdLI6e6M,2018-03-31,2018-03-28 22:19:29+00:00,425463,30123,197,1075,24,Entertainment
26977,pnlNqAmCCgw,2018-03-31,2018-03-28 13:02:41+00:00,729267,30434,703,2274,26,Howto & Style
26978,rYcnh7hXOjE,2018-03-31,2018-03-28 12:31:56+00:00,672802,13662,1563,995,25,News & Politics
26979,f743HmLmJOY,2018-03-31,2018-03-29 06:07:06+00:00,822530,87672,366,3768,24,Entertainment
26980,sTwiDhosVks,2018-03-31,2018-03-28 16:00:43+00:00,676094,16260,169,843,24,Entertainment
26981,0EPY1CKFecs,2018-03-31,2018-03-27 17:30:00+00:00,2682548,62542,6156,10424,23,Comedy
26982,GeF_5qo00Uw,2018-03-31,2018-03-27 15:35:00+00:00,1305238,16089,1084,1811,1,Film & Animation
26983,2WHcBwq2wHc,2018-03-31,2018-03-28 10:57:56+00:00,2831479,73680,1221,0,17,Sports
26984,paxgKBUK4wQ,2018-03-31,2018-03-27 17:00:05+00:00,2730157,73517,5470,17271,1,Film & Animation
26985,yMf3dvNzXbU,2018-03-31,2018-03-27 22:00:02+00:00,371271,15904,325,1780,23,Comedy
26986,JBTNG-8w5_g,2018-03-31,2018-03-28 02:53:37+00:00,1088804,17708,218,1206,23,Comedy
26987,PH3lTEhNkUk,2018-03-31,2018-03-28 07:35:00+00:00,141586,1754,99,187,24,Entertainment
26988,pfM1F0fBTo8,2018-03-31,2018-03-27 16:00:04+00:00,825075,32480,496,13018,20,Gaming
26989,L_SyKf-ETlY,2018-03-31,2018-03-27 22:54:28+00:00,857462,50794,1665,3367,10,Music
26990,YZ1UN5gvLjQ,2018-03-31,2018-03-27 19:00:07+00:00,2415197,92615,612,6547,24,Entertainment
26991,S9KxqRUcnCU,2018-03-31,2018-03-26 22:01:01+00:00,18858879,774174,13302,33708,17,Sports
26992,rrwd2_UkmNw,2018-03-31,2018-03-27 17:00:08+00:00,679024,24662,499,1382,28,Science & Technology
26993,EZXu7RxBR0Y,2018-03-31,2018-03-28 21:00:19+00:00,347351,6071,606,494,22,People & Blogs
26994,m7Ege1M5Pag,2018-03-31,2018-03-27 14:00:03+00:00,909956,14911,875,5601,27,Education
26995,X4Ul5vTJ-uk,2018-03-31,2018-03-27 16:47:21+00:00,201116,14159,204,1171,26,Howto & Style
26996,R_O5x0LNksM,2018-03-31,2018-03-27 01:59:56+00:00,1483147,22500,643,1581,24,Entertainment
26997,hA8lElh7LFg,2018-03-31,2018-03-26 18:00:04+00:00,1823842,131523,11280,32613,23,Comedy
26998,OGPsw2f_HQk,2018-03-31,2018-03-27 16:02:02+00:00,685158,50262,917,3412,10,Music
26999,2J6bJnwr1rw,2018-03-31,2018-03-26 19:50:51+00:00,1038268,39487,1033,2268,24,Entertainment
27000,bEWLOo12UAU,2018-03-31,2018-03-27 20:00:10+00:00,206126,5244,336,2647,10,Music
27001,zO0dIgvpmfw,2018-03-31,2018-03-27 16:00:27+00:00,414603,30032,262,1093,26,Howto & Style
27002,EhSXsTSNDyo,2018-03-31,2018-03-27 13:00:01+00:00,2556304,293520,2412,23945,10,Music
27003,qtW9ornyPIQ,2018-03-31,2018-03-27 17:00:12+00:00,701802,34376,286,8283,23,Comedy
27004,EWf7P3okX9s,2018-03-31,2018-03-26 18:00:01+00:00,1276735,121765,780,41485,20,Gaming
27005,sK2RoVVxQsA,2018-03-31,2018-03-27 17:29:02+00:00,566260,6029,717,1451,28,Science & Technology
27006,g3IvVejktJE,2018-03-31,2018-03-27 15:31:52+00:00,324480,3914,210,371,24,Entertainment
27007,oZYryYLYIsM,2018-03-31,2018-03-27 18:49:56+00:00,199851,9880,171,2217,26,Howto & Style
27008,CH3aAnw7XeU,2018-03-31,2018-03-27 16:43:10+00:00,637575,16835,603,2253,24,Entertainment
27009,nzNGEB1BQuM,2018-03-31,2018-03-26 17:00:07+00:00,795589,58647,1321,6846,26,Howto & Style
27010,jHZTzXteoU8,2018-03-31,2018-03-26 17:30:01+00:00,570633,26707,512,2129,26,Howto & Style
27011,PrNRtC3XfWk,2018-03-31,2018-03-27 15:48:34+00:00,189807,8927,500,934,26,Howto & Style
27012,xfdUIY8rEmA,2018-03-31,2018-03-26 16:00:05+00:00,940373,53160,1051,11369,24,Entertainment
27013,pP6r2Gy_dTs,2018-03-31,2018-03-26 10:00:09+00:00,1378376,23244,1207,1765,24,Entertainment
27014,mE5bohQxxx0,2018-03-31,2018-03-27 21:00:01+00:00,180566,6249,185,1954,27,Education
27015,YJ25apqV-C8,2018-03-31,2018-03-26 18:24:01+00:00,532370,4088,1258,480,24,Entertainment
27016,gaJMEgf31c4,2018-03-31,2018-03-26 16:00:04+00:00,1130751,36755,610,1601,22,People & Blogs
27017,UOHURuAf5iY,2018-03-31,2018-03-27 11:00:04+00:00,211798,12392,111,1458,27,Education
27018,s9ZQ6VuoN1c,2018-03-31,2018-03-26 15:00:10+00:00,1028151,61681,1047,4743,26,Howto & Style
27019,NTN2gD9LJnU,2018-03-31,2018-03-27 16:00:05+00:00,238290,5289,83,588,17,Sports
27020,uSTNyHkde08,2018-03-31,2018-03-26 15:04:03+00:00,543182,16816,271,1753,27,Education
27021,J0epg1oHGbM,2018-03-31,2018-03-26 11:57:02+00:00,2200274,215419,2809,11962,10,Music
27022,RHpnWg6tdaw,2018-03-31,2018-03-27 16:00:27+00:00,547554,18140,160,875,24,Entertainment
27023,PdbJBDNotf8,2018-03-31,2018-03-26 14:00:06+00:00,1065993,27429,501,2812,24,Entertainment
27024,DRfniGCgW0I,2018-03-31,2018-03-26 20:42:26+00:00,247742,10216,225,1185,15,Pets & Animals
27025,mLuzmXLORSg,2018-03-31,2018-03-26 18:48:47+00:00,214731,898,87,140,23,Comedy
27026,bweX9_u7S0Y,2018-03-31,2018-03-26 14:30:58+00:00,444092,3240,229,1154,17,Sports
27027,VVMCz04CmlA,2018-03-31,2018-03-25 17:00:30+00:00,4974592,161001,5829,14072,24,Entertainment
27028,u6unJQownW4,2018-03-31,2018-03-26 08:59:44+00:00,12995427,394534,6974,63763,10,Music
27029,b8GGWHGkx3Y,2018-03-31,2018-03-25 18:32:38+00:00,505198,15610,1696,3268,20,Gaming
27030,LC3fWTXZXxE,2018-03-31,2018-03-25 20:09:27+00:00,1199843,77997,1908,8334,26,Howto & Style
27031,9TCdWhmtxCk,2018-03-31,2018-03-26 13:02:30+00:00,298752,19413,257,2108,10,Music
27032,BcruuWQ2_9Q,2018-03-31,2018-03-26 04:41:12+00:00,407272,13583,748,974,23,Comedy
27033,cpxwX6KvWbQ,2018-03-31,2018-03-26 08:59:50+00:00,707056,19132,275,1127,22,People & Blogs
27034,AsTdC2RToIA,2018-03-31,2018-03-25 16:00:01+00:00,1951267,83430,964,8499,26,Howto & Style
27035,CP5Ro3oy-ec,2018-03-31,2018-03-24 15:00:00+00:00,4530247,26325,2995,5156,24,Entertainment
27036,hDEc4ImIVHk,2018-03-31,2018-03-24 19:16:38+00:00,868385,18920,30488,31941,25,News & Politics
27037,EU-eQpCqBXQ,2018-03-31,2018-03-24 18:10:23+00:00,2968206,141787,3847,10345,23,Comedy
27038,iz4bGGhf9Xc,2018-03-31,2018-03-24 20:07:11+00:00,1102535,56113,871,4604,26,Howto & Style
27039,SONGEiVMygg,2018-03-31,2018-03-25 10:49:56+00:00,2607252,31719,874,4671,17,Sports
27040,APASP1YKH60,2018-03-31,2018-03-25 15:00:00+00:00,169359,15917,88,2014,22,People & Blogs
27041,vGTTSdrV37U,2018-03-31,2018-03-25 01:22:15+00:00,655200,12145,784,1817,24,Entertainment
27042,w77zPAtVTuI,2018-03-31,2018-03-07 15:53:12+00:00,1589668,46380,425,2344,24,Entertainment
27043,Gl_uGsdG4Do,2018-03-31,2018-03-25 14:00:01+00:00,497882,30373,336,3782,24,Entertainment
27044,vDtyaRoonx4,2018-03-31,2018-03-23 22:00:02+00:00,7814659,363128,12785,63839,17,Sports
27045,MsPOzYbEUqo,2018-03-31,2018-03-24 16:46:26+00:00,788268,20238,4508,1717,22,People & Blogs
27046,Ud5Lq7D5YvU,2018-03-31,2018-03-24 20:52:15+00:00,482019,9025,8476,5842,25,News & Politics
27047,7Tivcf-zIOU,2018-03-31,2018-03-24 17:09:10+00:00,416394,19656,3010,2192,25,News & Politics
27048,r-8NzNW6mXs,2018-03-31,2018-03-24 21:00:03+00:00,311044,10324,430,485,27,Education
27049,b191evqWAwE,2018-03-31,2018-03-25 00:51:00+00:00,309339,2002,102,421,17,Sports
27050,_rBaHuQi9gQ,2018-03-31,2018-03-25 01:22:00+00:00,413878,20931,644,1965,26,Howto & Style
27051,EjW7WzozgI0,2018-03-31,2018-03-24 00:00:02+00:00,1673067,59555,1583,7505,10,Music
27052,9WFf9XY5rME,2018-03-31,2018-03-23 19:00:00+00:00,1620111,42215,1730,2705,24,Entertainment
27053,MIQKlHSD89E,2018-03-31,2018-03-23 21:00:01+00:00,3185046,98732,999,5921,15,Pets & Animals
27054,3iUfzN4RAB8,2018-03-31,2018-03-23 15:40:52+00:00,3542785,46739,7075,8660,23,Comedy
27055,FwENtwtY0EI,2018-03-31,2018-03-23 21:59:59+00:00,3062876,67461,7172,10602,24,Entertainment
27056,jhEBBGOD7es,2018-03-31,2018-03-24 12:55:54+00:00,2723017,42081,1419,2891,17,Sports
27057,3nwwX-DEH1M,2018-03-31,2018-03-23 20:00:00+00:00,1894825,15053,2177,4569,19,Travel & Events
27058,oLrOtjfn1rw,2018-03-31,2018-03-23 19:00:03+00:00,731446,7122,587,636,24,Entertainment
27059,m1-rpd3S-48,2018-03-31,2018-03-23 13:59:32+00:00,5062143,261415,4757,14333,10,Music
27060,bH8fQoYfZe8,2018-03-31,2018-03-24 00:43:36+00:00,480569,19767,386,1341,24,Entertainment
27061,4csQhMHvQWk,2018-03-31,2018-03-23 13:00:37+00:00,1547819,27811,682,1358,24,Entertainment
27062,wD5YzBDSXv8,2018-03-31,2018-03-23 21:00:20+00:00,1032686,11956,1319,1852,22,People & Blogs
27063,psnbQ_sF-yE,2018-03-31,2018-03-23 17:29:45+00:00,4030247,151414,11225,8236,23,Comedy
27064,OPdmg58S9ZM,2018-03-31,2018-03-23 12:59:49+00:00,655059,1978,349,236,24,Entertainment
27065,b7FxPsqfkOY,2018-03-31,2018-03-24 14:42:51+00:00,240059,12187,86,1003,27,Education
27066,eSHe32cEKqI,2018-03-31,2018-03-23 18:02:08+00:00,483158,10640,477,828,26,Howto & Style
27067,ZwoDYJWWXW0,2018-03-31,2018-03-23 08:05:27+00:00,3870649,146563,3724,9876,10,Music
27068,kD-_iyS95AQ,2018-03-31,2018-03-23 04:08:32+00:00,5207548,66698,2088,3596,23,Comedy
27069,mhog9LEMCDY,2018-03-31,2018-03-22 22:16:17+00:00,1006035,51859,1489,3865,24,Entertainment
27070,G63TF6OMa_8,2018-03-31,2018-03-23 06:00:01+00:00,960749,16068,304,1226,22,People & Blogs
27071,ycy30LIbq4w,2018-03-31,2018-03-23 04:30:01+00:00,8419328,479433,4369,27044,10,Music
27072,Ii3Rr4-Pxow,2018-03-31,2018-03-22 20:30:23+00:00,2163748,102033,3115,6999,26,Howto & Style
27073,p-bGJ6W1Im4,2018-03-31,2018-03-23 03:23:28+00:00,802100,11728,233,711,22,People & Blogs
27074,aNvRdg1lR7c,2018-03-31,2018-03-23 04:00:10+00:00,3775453,5940,2060,1969,24,Entertainment
27075,PFH046Fh3ps,2018-03-31,2018-03-22 17:00:08+00:00,1307454,15590,1830,1803,24,Entertainment
27076,fPeQR-_JBzU,2018-03-31,2018-03-23 19:05:39+00:00,116196,9798,85,610,1,Film & Animation
27077,Q9vZHbcx6cQ,2018-03-31,2018-03-22 15:59:58+00:00,6515838,137444,4138,5038,10,Music
27078,anDIlMVgNwk,2018-03-31,2018-03-22 14:02:45+00:00,3122628,13579,177,869,28,Science & Technology
27079,r8KvT9pZs7k,2018-03-31,2018-03-23 15:00:04+00:00,600719,4043,324,906,25,News & Politics
27080,sKLREPyI-dY,2018-03-31,2018-03-22 09:54:37+00:00,1054105,20169,1867,1994,24,Entertainment
27081,_fjfo256p6s,2018-03-31,2018-03-22 15:48:42+00:00,360328,5974,443,530,10,Music
27082,zwEn-ambXLw,2018-03-31,2018-03-22 08:30:07+00:00,190898,6731,113,292,10,Music
27083,KWDUojLbxn4,2018-03-31,2018-03-22 06:47:08+00:00,969392,50239,1813,6960,24,Entertainment
27084,BkpwPKZb_Zo,2018-03-31,2018-03-22 18:00:01+00:00,540658,34174,517,1564,10,Music
27085,UmXbLTbi8Hg,2018-03-31,2018-03-22 05:00:02+00:00,1186781,42796,1233,1469,23,Comedy
27086,OZsYiWBgFOk,2018-03-31,2018-03-21 18:50:14+00:00,5161798,12089,2740,1670,1,Film & Animation
27087,UwbO_xb1-Xo,2018-03-31,2018-03-21 18:42:04+00:00,955423,0,0,0,22,People & Blogs
27088,c1npkEoEtos,2018-03-31,2018-03-21 13:35:34+00:00,1965545,40174,1752,1822,22,People & Blogs
27089,54BVvP7zvDQ,2018-03-31,2018-03-21 13:00:01+00:00,1959673,33609,1539,2206,24,Entertainment
27090,OcTw2b0Ho-8,2018-03-31,2018-03-21 20:25:14+00:00,596281,38614,640,22218,26,Howto & Style
27091,rwFfo61fVSY,2018-03-31,2018-03-21 15:12:18+00:00,630123,7435,342,822,22,People & Blogs
27092,mwgUesU1pz4,2018-03-31,2018-03-21 12:59:54+00:00,927977,13077,597,1048,1,Film & Animation
27093,7BdizVgHf8I,2018-03-31,2018-03-22 13:18:03+00:00,247277,11513,111,2051,24,Entertainment
27094,9x8JN8zDqis,2018-03-31,2018-03-21 20:28:16+00:00,1017976,52617,4095,6280,26,Howto & Style
27095,-R9F2_D76TE,2018-03-31,2018-03-22 00:34:42+00:00,350461,8813,319,1221,27,Education
27096,YML2DM0K8DQ,2018-03-31,2018-03-21 04:00:01+00:00,731214,8119,708,340,10,Music
27097,DjjBg8hTaPo,2018-03-31,2018-03-22 16:06:12+00:00,199804,7268,244,595,28,Science & Technology
27098,PHLY4a5fTjU,2018-03-31,2018-03-21 02:46:38+00:00,3299714,148299,2220,9650,22,People & Blogs
27099,FhwktRDG_aQ,2018-03-31,2018-03-20 12:28:59+00:00,3126184,91054,2307,7552,24,Entertainment
27100,Hu5FZYlCfc8,2018-03-31,2018-03-21 13:18:12+00:00,389425,19672,629,836,23,Comedy
27101,10ndJuFP1PY,2018-03-31,2018-03-21 04:00:53+00:00,1000691,14170,491,1190,23,Comedy
27102,kjC1zmZo30U,2018-03-31,2018-03-20 13:00:40+00:00,5136240,40611,1565,3914,24,Entertainment
27103,dx9mF1KJr0s,2018-03-31,2018-03-20 13:00:20+00:00,2194684,75210,1078,3974,10,Music
27104,NC-TF0SPzzM,2018-03-31,2018-03-20 09:00:04+00:00,1385637,13037,328,313,23,Comedy
27105,_IoOJu2_FKE,2018-03-31,2018-03-20 12:59:54+00:00,1083754,11724,439,1857,28,Science & Technology
27106,dRfvXL-m7O8,2018-03-31,2018-03-20 16:20:49+00:00,939108,25088,617,2012,24,Entertainment
27107,5mar5AHglGI,2018-03-31,2018-03-20 15:59:58+00:00,395238,25811,352,1475,24,Entertainment
27108,4hrrK3rXrR0,2018-03-31,2018-03-20 15:00:02+00:00,343738,9874,119,578,24,Entertainment
27109,IgUlowmSeHo,2018-03-31,2018-03-20 14:00:01+00:00,335000,13817,350,1464,27,Education
27110,szFrHKoD1GE,2018-03-31,2018-03-20 16:00:22+00:00,1230177,39052,2122,12367,19,Travel & Events
27111,_vrcsnkXCI8,2018-03-31,2018-03-20 21:04:05+00:00,395082,31680,389,5177,26,Howto & Style
27112,B2W7c3XRBwQ,2018-03-31,2018-03-20 15:00:19+00:00,646731,20330,347,2847,26,Howto & Style
27113,Z4qNw1dPuNI,2018-03-31,2018-03-20 18:00:58+00:00,828542,41826,639,3315,22,People & Blogs
27114,2aQykuIaJVI,2018-03-31,2018-03-19 13:00:46+00:00,3423412,178472,3031,12820,10,Music
27115,-4s2MeUgduo,2018-03-31,2018-03-20 15:44:52+00:00,424029,48809,616,1434,28,Science & Technology
27116,BGszdLW-VqM,2018-03-31,2018-03-20 01:00:01+00:00,176110,10161,133,901,26,Howto & Style
